text,date
"This video is just one of many examples showing the truth about the manufactured race war in America created by Obama, his friends at Univision and Black Lives Matter terror groups.","February 3, 2017 "
"Barack Obama s historic visit to Hiroshima this week  will honour all those who were lost in World War II  the US president said Wednesday, hours after arriving in Japan for a Group of Seven summit. ","Jul 24, 2015"
"A Texas Republican congressman blamed female Republicans for the GOP s cruel  health care  bill, which would be more aptly named  death care.  Rep. Blake Farenthold (R-TX) suggested that if they were men, he would challenge them to a gunfight.To make matters worse, he singled out the female Republicans saying that it s absolutely repugnant  that the GOP-led Senate hasn t had the ability to repeal the health care law even though they ve had seven years to come up with a viable alternative.Farenthold called out the  female senators from the Northeast  in reference to Maine Sen. Susan Collins, Shelley Moore Capito of West Virginia, and Lisa Murkowski of Alaska (someone should point him to a map).On Friday, during a radio interview on a Corpus Christi station last Friday, Farenthold said he finds it  absolutely repugnant  that  the Senate does not have the courage to do some of the things that every Republican in the Senate promised to do. Some of the people that are opposed to this [repealing Obamacare] there are some female senators from the northeast,  Farenthold said.  If it was a guy from south Texas I might ask them to step outside and settle this Aaron Burr-style. In 1804, Aaron Burr famously shot and killed his political adversary, Alexander Hamilton, in a New Jersey duel.Here s the audio:Senate Majority Leader Mitch McConnell tried to push through an Obamacare repeal bill without a replacement, thus making the markets chaotic while leaving millions uninsured. After a few months, the three Republican women announced that they could not support repealing Obamacare. Sen. Collins called the Obamacare repeal bill  unacceptable  because it would leave millions of Americans without insurance. I have deep concerns and am opposed to the Senate bill,   she said, then added that the bill would  make sweeping changes to the Medicaid program,  and  would take out of the Medicaid program more than $700 billion dollars. You don t take a safety net program that has been operating for more than 50 years and change it in fundamental ways without having a single hearing to evaluate its impact,  she said.Rep. Blake Farenthold really shouldn t challenge her to any kind of a fight. We re pretty sure he would lose.Image via Twitter. ","May 18, 2016 "
"According to The Sun, George W. Bush  successor, Barack Obama, promised to close the camp in 2009, calling it a  sad chapter in American history .But he faced strong opposition from Congress and succeeded only in reducing the number of inmates from 245 to around 40, as detainees were either freed or transferred to other countries.Since his election in 2016, Donald Trump has vowed to keep the prison open and use it to detain  bad dudes .He has also stated he would happily use torture against inmates.He said:  I would bring back waterboarding, and I d bring back a hell of a lot worse than waterboarding  Don t tell me it doesn t work torture works  if it doesn t work, they deserve it anyway, for what they re doing to us. We have to fight fire with fire. According to CNN, the man convicted in the 2016 bombing in New York s Chelsea neighborhood that injured 30 people has been trying to radicalize other inmates, federal prosecutors say.Ahmad Khan Rahimi also told a judge he is on a hunger strike.Rahimi provided inmates with copies of terrorist propaganda and jihadist materials, including speeches by Osama Bin Laden and the late militant cleric Anwar al-Awlaki, bomb-making instructions, books on jihad and issues of the al Qaeda-backed magazine Inspire, prosecutors said.Rahimi  has been attempting to radicalize fellow inmates in the Metropolitan Correction Center by, among other things, distributing propaganda and publications issued by terrorist organizations,  according to a letter from Acting U.S. Attorney Joon H. Kim to US District Judge Richard Berman.Rahimi let other inmates view the items on his laptop and gave them electronic copies, Kim s letter said. Discs of the materials were found in two inmates  possession.Defense attorneys for Rahimi have yet to respond to the allegations.Prosecutors said Rahimi began distributing these materials in October if not earlier. Rahimi was convicted October 16 on eight federal charges in connection with the Chelsea bombing.Among the inmates Rahimi gave the materials to, prosecutors say, is Sajmir Alimehmeti, who is scheduled to go on trial next month on terrorism-related charges.Rahimi was arrested and charged after a pressure cooker bomb went off in New York s Chelsea neighborhood on September 17, 2016. A second pressure cooker bomb was found a few blocks away, on 27th Street, but didn t detonate.Earlier the same day, a bomb went off near the start of a Marine Corps charity run in Seaside Park, New Jersey.After a two-week trial and roughly four hours of jury deliberation, Rahimi was convicted of charges including the use and attempted use of a weapon of mass destruction, bombing a public place, destroying property by means of fire or explosives, and using a destructive device in furtherance of a crime of violence.During the trial, the prosecution presented evidence   including DNA and fingerprints   linking Rahimi to the bombs that were placed in New Jersey and New York.Rahimi faces a mandatory sentence of life in prison, according to an earlier statement from Kim.Rahimi faces separate charges in other jurisdictions in connection with the bomb that went off in Seaside Park, a backpack containing improvised explosive devices found the following day at a transit station in Elizabeth, New Jersey, and a shootout he had with police before being taken into custody.","October 15, 2017 "
Last week it was reported that intelligence reports were being altered to favor Obama s claims that ISIS is a jv team. Playing down the danger of the growing terror network does nothing but give people false security. ,"July 1, 2017 "
,"October 13, 2017 "
"Watching sports on TV or going to a football stadium to watch a game, used to be a great way to unwind and forget about your troubles at home or at work. Watching sports used to be a stress reliever for many. That was before the NFL and the NBA was hijacked by the politically correct police, and social justice warriors, and morphed into something most fans don t  even recognize anymore.One of the worst cases of political correctness was when liberals insisted that the Washington Redskins change their name so as not to offend Native Americans. The left got very little support from Redskins fans and surprisingly, many in the Native American community were unwilling to join the fight to demand a name change for the team. Eventually, the left was forced to walk away from that fight, and accept that the owners of the Redskins were focused on playing football, and were not interested in their foolish game of political correctness.Today, the NFL is facing a huge backlash from fans, as players are being asked to choose activism over their allegiance to their fans who couldn t care less about their political views, they re coming to escape the stresses of everyday life and to watch these professional athletes play football. They don t come to see professional athletes kneeling on the sidelines during our national anthem in support of the Black Lives Matter anti-cop group, who inspired the killings of several innocent cops, shut down major roads, threatened innocent people who got in their way, and looted and burned cities to the ground. Fans come to relax and to forget about their troubles. They come to get away from the divisive politics and challenges of everyday life. They certainly don t travel to stadiums to attend games or watch them on TV so they can be admonished or scolded for not holding the same politically correct views as the snowflakes on the field.This hilarious cartoon by BenGarrison is a perfect example of who fans are paying to see on the field today:It won t be long before fans stop supporting these snowflakes, and politically correct crybabies, and maybe then, they ll remember why we came ","October 16, 2017 "
"At a campaign event Hillary Clinton talked to a small business owner who has been hit hard by Obamacare. The health insurance for her family has risen dramatically, and after babbling her final thought was  I don t understand.  Seriously, nothing like playing dumb about the biggest, worst piece of legislation unloaded on the American people in decades.  A $400 increase, assuming you didn t have some terrible healthcare event, which it doesn t sound like you did,  Clinton said at a campaign event in Virginia.  I don t understand.  ","August 25, 2017 "
"When reporting on President Donald Trump s meeting with French President Emmanuel Macron on Thursday, a CNN host embarrassingly mistook the  Star Spangled Banner  for the French national anthem. [0:25]Harlow was pointing out how fighting the Islamic State is a key factor of America s relationship with France when the band started playing the anthem in the background. Let s just listen in to the French national anthem for just a moment,  Harlow said, directing viewers to the scene of the two presidents.  The Washington Free Beacon ","March 28, 2017 "
"Newly installed President Donald Trump has moved swiftly to turn his fiercely nationalist  America first  inaugural speech into action, stoking unease abroad over the new direction the United States is headed under his leadership.On Day One of his presidency, the White House moved to withdraw the United States from the Trans-Pacific Partnership trade pact. The Obama administration s signature domestic programme, the Affordable Care Act, also fell victim to Mr Trump s move to unpick his predecessor s policies.In his fiery inauguration address on Friday, Mr Trump painted a bleak picture of America today   one exploited by foreign countries, burdened with lopsided alliances and failing to defend its borders. For many decades, we ve enriched foreign industry at the expense of American industry; subsidised the armies of other countries, while allowing for the very sad depletion of our military,  he said, blasting past policies. One by one, the factories shuttered and left our shores, with not even a thought about the millions and millions of American workers that were left behind. What s left behind, he said, is a dystopia of blighted inner cities and rusted-out factories  scattered like tombstones  across the land. This American carnage stops right here and stops right now,  Mr Trump declared. From this day forward, it s going to be only America first  Every decision on trade, on taxes, on immigration, on foreign affairs will be made to benefit American workers and American families. Mr Trump, revisiting the election campaign themes that resonated strongly with what he called the  forgotten  voters of Middle America, made clear that under his administration, the US will be hard-nosed in protecting its own interests. We must protect our borders from the ravages of other countries making our products, stealing our companies and destroying our jobs,  he said.Mr Trump s signaling of a dramatic shift in policy has set off ripples of concern in world capitals, even as congratulations and offers to improve ties flooded in. Straights Times","November 29, 2017 "
Steven Crowder knocks it out of the park with his brilliant imitation of Bob Ross painting a very sick Hillary ,"August 23, 2017 "
"Nassau County cops busted a Long Island man who was previously deported four times and went on a sick five-hour alcohol-fueled rampage, allegedly sexually abusing a 2-year-old girl and stabbing his girlfriend and a second woman before passing out, officials said.MS-13 gang member Tommy Vladim Alvarado-Ventura, 31, had been deported multiple times since 2006 before the shocking attacks that started late Tuesday, but kept coming back.Alvarado-Ventura began the violent spree by allegedly abusing the toddler sometime after 11:30 p.m. Tuesday in Hempstead   while a 4-year-old boy and another tenant were in the Fulton Ave. apartment.With the 2-year-old crying, Alvarado-Ventura stormed out of the home and went eight blocks to the El Mariachi Lounge.He was there drinking for two hours, when he got into an argument with a 24-year-old woman over a marijuana sale at about 2:20 a.m., officials said.The woman walked out of the bar and Alvarado-Ventura followed her in a rear parking lot, officials said. He punched and kicked her, then pulled a knife and stabbed her repeatedly. The woman suffered a collapsed lung, among other injuries.Alvarado-Ventura staggered back to his home at about 3:15 a.m. and stewed until his girlfriend came home.She spotted the 2-year-old s injuries, described by Nassau cops as severe, and confronted him.As the argument escalated, Alvarado-Ventura pulled the knife and stabbed her over and over.Alvarado-Ventura promptly passed out, which is how police found him after they arrived in response to a 911 call.Cops arrested Alvarado-Ventura and charged him with predatory sexual assault, attempted murder, assault and illegal weapons possession.  NY Daily News","September 11, 2017 "
"A top Republican took to the Senate floor Thursday to blame fired FBI Director James B. Comey for fanning  conspiracy theories  about the U.S. election that  played right into Russia s hands. Sen. Chuck Grassley, an Iowa Republican who, as chairman of the Judiciary Committee, has oversight of the FBI, also accused Mr. Comey of working to  shade the truth  by agreeing to the Obama administration s attempt to soft-pedal the criminal probe of former Secretary of State Hillary Clinton.Despite rampant public speculation, Mr. Comey kept hidden the fact that the president wasn t under investigation   allowing conspiracy theories and speculation to run wild, Mr. Grassley said.But Mr. Comey refused, saying later that he had feared saying something he d later have to correct. None of this fiasco had to happen if Mr. Comey had just been transparent with the public, as I urged him to,  Mr. Grassley said. They played right into Russia s hands,  he added.The senator s remarks were striking. A fiercely independent lawmaker, Mr. Grassley has used his office to probe both Democrats and Republicans.He s now in charge of one of the probes on Capitol Hill looking into Mr. Comey s firing and other aspects of the 2016 election brouhaha. We re going to go where the facts take us,  Mr. Grassley said.He said Democrats ended up fostering the very Russian meddling in American democracy that they decried   and he specifically fingered Senate Minority Leader Charles E. Schumer, saying the New York Democrat knew from Mr. Comey that Mr. Trump wasn t under investigation but told the public differently.Mr. Grassley said that as a member of the  Gang of Eight    the four high-ranking lawmakers in each party who get the most thorough intelligence briefing   Mr. Schumer knew Mr. Trump wasn t being probed. But Mr. Schumer  told the media that the president was under investigation. And, of course, that further helped feed media hysteria,  Mr. Grassley said. The minority leader even tried to say the Senate shouldn t vote on the Supreme Court nomination because the president was under investigation. And the whole time he knew it wasn t true,  Mr. Grassley said.He said Mr. Comey told him and Sen. Dianne Feinstein of California, the ranking Democrat on his committee, about Mr. Trump being in the clear in March.Watch Grassley expose Democrat lawmakers and their lies to the American public:That s the same time Mr. Schumer was demanding a vote on Supreme Court Justice Neil M. Gorsuch be delayed, saying the president was under investigation.  Washington Times","September 15, 2016 "
"Thanks for the intel Mooch. Outside of his ambition to fundamentally change America, we re pretty sure nothing has changed since the first day our entitled  President  entered the Oval Office ","March 18, 2016 "
 He s created nothing except chaos    Delusional Nancy Pelosi,"April 26, 2017 "
"President Obama has done something that no other President has ever done on national television, and it s going to drive every Conservative in the country nuts. During an Alaska shoot with survivalist Bear Grylls to highlight climate change, the President painted his nails.In a gloriously un-macho moment, Bear Grylls offers the President some  foraged  nail paint, and suggests the President might wish to take advantage of the wonderful shade of fuchsia. On camera and with zero homophobic mockery, the President applies the paint to his nails (quite deftly I might add) and sits back and enjoys his handiwork.The footage is an outtake from President Obama s shoot with British survivalist Bear Grylls for a special edition of  Running Wild with Bear Grylls. ","November 10, 2017 "
"Federal lawmakers are investigating how a former Iraqi insurgent fighter was able to lie about his identity and still get through America s  extreme  vetting process.The Senate Homeland Security and Governmental Affairs Committee has asked Attorney General Jeff Sessions to find out why the terror suspect s pending arrest was allegedly spiked just over a week before the election. Trump had run on a tough-on-terror platform and had been critical of President Obama s refugee policy. When [Joint Terrorism Task Force] and the U.S. Attorney s office for the Western District of Texas sought to prosecute this refugee, the local law enforcement and prosecutors allegedly  met resistance  from officials within the National Security Division s Counter Terrorism section in Washington DC,  Committee chairman Ron Johnson, R-Wis., said in a March 6 letter to U.S. Attorney General Jeff Sessions. The  resistance  allegedly occurred a few weeks before the 2016 election, and local authorities believed the lack of progress in this case was handled inadequately,  Johnson wrote.The suspect is an Iraqi man who had entered the U.S. under a false name. His real name was not released.Fox News has learned the JTTF confirmed through U.S. Special Forces who encountered the suspect during operations that he claimed to have participated in attacks against American troops as an insurgent.At some point, the Iraqi entered the U.S. through the refugee program. His activities in the U.S. triggered an investigation by JTTF members, who planned to charge him with visa fraud while they investigated possible further charges.Sources say the case demonstrates the challenge of vetting people with little documented history in countries where there s no paper trail.Officials from the U.S. Department of Justice, the U.S. attorney s office in Western Texas and the Joint Terrorism Task Force refused comment.U.S. officials said earlier this week that nearly a third of the FBI S 1,000 ongoing domestic terrorism investigations involve those admitted to the U.S. as refugees.Here s the FOX National News story that doesn t include the update about the alleged Obama DOJ coverup. FOX","October 17, 2017 "
"In what amounts to an 11th hour  gift  by the outgoing Obama administration to Tehran s leadership to keep the country, which on Sunday was involved in yet another shooting incident with a US destroyer, content and compliant with Obama s landmark  Nuclear deal , the AP reported that Iran is to receive a huge shipment of natural uranium from Russia to compensate it for exporting tons of reactor coolant. The move was approved by the outgoing U.S. administration and other governments  seeking to keep Tehran committed to a landmark nuclear pact. AP cites two senior diplomats who said that the transfer which was recently agreed by the U.S. and five other world powers that negotiated the nuclear deal with Iran, foresees delivery of 116 metric tons (nearly 130 tons) of natural uranium. U.N. Security Council approval is needed but a formality, considering five of those powers are permanent Security Council members, they said. The swap is in compensation for the approximately 40 metric tons (44 tons) of heavy water exported by Iran to Russia since the nuclear agreement went into effect. Another 30 metric tons have gone to the U.S. and Oman.While Uranium can be enriched to levels ranging from reactor fuel or medical and research purposes to the core of an atomic bomb, Iran has claimed it has no interest in such weapons and its activities are being closely monitored under the nuclear pact to make sure they remain peaceful. As we reported at the time, Tehran previously received a similar amount of natural uranium in 2015 as part of negotiations leading up to the nuclear deal, in a swap for enriched uranium it sent to Russia. But the new shipment will be the first such consignment since the deal came into force a year ago.The news comes ahead of a meeting in Vienna, where representatives of Iran, the United States, Russia, China, Britain, France and Germany will review Iranian complaints that the U.S. was reneging on sanctions relief pledges included in the nuclear deal.As AP adds,  the uranium agreement comes at a sensitive time. With the incoming U.S. administration and many U.S. lawmakers already skeptical of how effective the nuclear deal is in keeping Iran s nuclear program peaceful over the long term, they might view it as further evidence that Tehran is being given too many concessions. Tehran s nuclear activities start to expire in less than a decade. The troubling part, if only for those who see Iran as hell bent on creating nucleaar weapons was noted by David Albright, whose Institute of Science and International Security often briefs U.S. lawmakers on Iran s nuclear program, says the shipment could be enriched to enough weapons-grade uranium for more than 10 simple nuclear bombs,  depending on the efficiency of the enrichment process and the design of the nuclear weapon. While it remains to be seen if Trump will comment on the unexpected delivery, we are certain that Israel, and especially its embattled prime minister Netanyahu, will raise a substantial fuss over the renewed possibility of a nuclear-armed neighbor. Heavy water is used to cool a type of reactor that produces more plutonium than reactors cooled by light water. Like enriched uranium, plutonium can be turned into the fissile core of a nuclear weaponMeanwhile, Reuters reports that Iranian lawmakers, far from demilitarizing, approved plans on Monday to expand military spending to five percent of the budget, including developing the country s long-range missile program which U.S. President-elect Donald Trump has pledged to halt. The vote is a boost to Iran s military establishment   the regular army, the elite Islamic Revolutionary Guard Corps (IRGC) and defense ministry   which was allocated almost 2 percent of the 2015-16 budget. But it could put the Islamic Republic on a collision course with the incoming Trump administration, and fuel criticism from other Western states which say Tehran s recent ballistic missile tests are inconsistent with a U.N. resolution on Iran. The resolution, adopted last year as part of the deal to curb Iran s nuclear activities, calls on Iran to refrain from work on ballistic missiles designed to deliver nuclear weapons. Tehran says it has not carried out any work on missiles specifically designed to carry such payloads.The Obama administration says Iran s ballistic missile tests have not violated the nuclear agreement with Tehran, but Trump, who criticized the accord as  the worst deal ever negotiated , has said he would stop Iran s missile program. Those ballistic missiles, with a range of 1,250 miles, were designed to intimidate not only Israel   but also intended to frighten Europe and someday maybe hit even the United States,  he told the American Israel Public Affairs Committee AIPAC in March.  We re not going to let that happen. So one hand, we have Obama desperate to salvage his diplomatic legacy (having already seen TPP implode and Obamacare starting the repeal proess), appeasing Iran in every possible way, even if it means further antagonizing Israel; on the other we have Iran taking advantage of Obama s weakness, and accelerating the ballistic weapons program which has been banned per the same treasury that Obama wants to see continue. Finally, throw in Trump and Netanyahu in the mix, and the future for US-Iranian relations after January 20 suddenly looks rather volatile.  Zero Hedge","December 13, 2017 "
"Newt goes after it with Joe Scarborough of MSNBC and simply skewers him on the race war Obama has promoted the past 7 1/2 years:  Yeah. 7 1/2 years into his presidency, he began to realize now that we ve had two massacres of policemen that maybe as president of the United States and leader of law and order in America, he should say something on behalf of law and order. I mean, that s fairly pathetic.    Newt Gingrich ","Apr 2, 2017"
"U.S. Sen. Ted Cruz was against federal aid for natural disasters until he was for it. The Texas Senator voted against Federal funding for victims of Hurricane Sandy, the deadliest and most destructive hurricane in the Atlantic in 2012, but now he wants funds after Hurricane Harvey barreled down on his state. At least 14 people have died after Harvey hit Texas. More than 3,000 people have been rescued as responders work around the clock in devastating conditions.During a press conference on Monday, Cruz said that Trump has pledged  whatever the state needs  for water-soaked Texas. But, just after that presser, Cruz was in the awkward position of having to defend his position to MSNBC s Katy Tur on the 2012 Hurricane Sandy relief package, calling it  filled with unrelated pork. There is time for political sniping later,  Cruz said without one bit of irony or acknowledgement of his hypocrisy. It s not really political sniping, senator,  Tur shot back.  These are people who needed money and who needed funding right after that storm, I covered those people. Many of them, just like those in Houston, lost absolutely everything they owned. Cruz told Tur that hurricane relief is a  vital, central role  of the federal government and should continue to be for a long time. The problem with that particular bill is it became a $50 billion bill that was filled with unrelated pork,  Cruz said. Two-thirds of that bill had nothing to do with Sandy,  he continued.  And what I said then and still believe now is that it s not right for politicians to exploit a disaster and people who are hurting to pay for their own political wish list. Disaster relief needs to be focused on the victims of disaster relief, and I supported that for Sandy, disaster relief there, and I would support that anywhere there s a major disaster without getting distracted by political, unnecessary pork spending,  he added.The Washington Post begs to differ with Cruz:The Congressional Research Service issued a comprehensive report on the provisions, and it s clear that virtually all of it was related to the damage caused by Sandy. There may have been some pork in an earlier Senate version, but many of those items were removed before final passage. There were also some items that appear to have been misunderstood.Regardless, Ted Cruz voted against it but now he wants all that delicious disaster relief money for his state. And, Texas should get that money asap. The victims of Sandy should have, too.Image via screen capture. ","March 31, 2017 "
,"December 1, 2017 "
"America has proven time and time again that liberals in Hollywood can say just about anything. The vile comments actress Melissa Gilbert made about child rape while hosting The View sound more like something a member of ISIS would make, than someone who is running for Congress. It s interesting how the oh-so-easily-offended Left is never offended when one of their own makes a highly controversial comment, but  if the same remarks were made by a conservative, they would be on a 24/7 news loop. Melissa Gilbert, the actress who brought Laura Ingalls Wilder to life in  Little House on the Prairie,  made some comments on a TV show in 2009 that are coming back to haunt her.And they should. Gilbert moved to Michigan from California and is running for Congress in the 8th District, challenging Rep. Mike Bishop, R-Rochester.But running for office opens the door to past skeletons.As a guest host of  The View  seven years ago, Gilbert and the other hosts discussed the arrest of famous movie director and producer Roman Polanski in Switzerland for drugging and raping a 13-year-old girl three decades earlier. Polanski had pleaded guilty of assaulting Samantha Geimer in 1977, but fled the U.S. before he was sentenced.Hollywood is loyal to its own, and on the show, Gilbert downplayed Polanski s crime, saying that  it s gray area when momma is in the building,  in reference to reports that Geimer s mother was at the house when the rape occurred.Gilbert went on to say that  the punishment at this point may be excessive.   For entire story: Ingrid Jacques, The Detroit News","February 2, 2017 "
Democrats were hoping yesterday s Electoral Vote would end with electors rejecting Republican Donald Trump in droves.It didn t work out that way. in fact Hillary Clinton lost more electors than Donald J. Trump.Trump lost two electors: One to Ron Paul and one to Governor John Kasich. Hillary Clinton lost Five electors.8 Clinton defectors 4 WA (successful) 1 HI (successful) 1 MN (attempted) 1 ME (attempted) 1 CO (attempted)2 Trump defectors TX (successful)In fact Hillary Clinton lost more electors than any politician in the last 100 years.Not since 1912 has a candidate lost more electors. GP,"September 23, 2017 "
Watch as they discuss whether Ms. Constance is coming back ,"June 17, 2017 "
Here s the projection from Real Clear Politics for tomorrow s Super Tuesday: ,"October 11, 2017 "
"Three men in Uppsala have been arrested on suspicion of rape after they raped a young woman and sent it live on Facebook, just as it was warned about would happen when Facebook introduced the feature.The arrest was made during a police action shortly after nine o clock in the morning.  They were arrested between nine and nine fifteen. The alert came in at 8:24, says Uppsala police officer, Ivan Aslund, to the Swedish news outlet Fria Tider.On Flashback, the men accused of the rape are identified as Middle Easterners. The rape was conducted at an address in Uppsala, and the men filmed themselves and sent the assault live via Facebook.According to a person who saw the live broadcast, the woman who was raped looked  quite intoxicated  and appeared  completely dead  while one of the men molested her. Several people alerted the police when they saw the film.The live broadcast on Facebook was not stopped until the police stormed into the room where the woman and the men were. The men will now be interrogated by the police.  Before prosecutors can make a decision, the policemen have to document everything, a complaint, write down observations and conduct interviews with those who have something to say. Once that is done, they will present it to the prosecutor, so it takes time, says Aslund.He is otherwise very secretive about the investigation and would not say anything about the rape that was sent live worldwide on Facebook from the new Sweden.The last transmission shows the police breaking into the apartment and arresting the rapists:","May 10, 2016 "
"Two Donald Trump supporters openly carrying firearms lurked outside of a a Democratic candidate s office for 12 hours on Thursday. Apparently, President Barack HUSSEIN Obama s evil gun confiscation unit hadn t arrived yet. It s perfectly legal to open carry firearms in Virginia but intimidating a candidate or any person for that matter is a perversion of the Second Amendment.One of the protesters, Daniel Parks, told Newsplex that he hopes to encourage Trump supporters to stand up for what they believe in. We suppose Parks thinks Trump supporters have been timid during this election cycle. I m just trying to provide a voice for someone who might be closet supporters of Trump. Other people that are a little worried to speak out because of possible persecution,  Parks said.As for  persecution,  Parks suffers from a case of projection. Also in his hand, Parks held a copy of the Constitution.The two armed men stood outside of a female candidate s office for hours.Parks and another Trump supporter who later joined him outside the campaign of the campaign office Democrat Jane Dittmar s office in Palmyra, Virginia, were openly carrying guns, Su Wolff, a volunteer for Dittmar, told Newsplex.Wolff said that the most disturbing part of the protest was that both of them started exposing their firearms. He turned sideways to be sure that we would see that he has an open carry gun, which is legal, it s fine, but it s intimidating,  Wolff said of one of the protesters.  If he wants to support his candidate that s fine, but don t come here and stare into the office all day. Parks said that his firearm is legal, and that he meant no harm in carrying it outside of the Democratic candidate s office. We re not a threat to anybody, the only threat is ignorance, and ignorance breeds fear,  Parks said.On Thursday, it was reported that Trump is  pulling out of Virginia,  in a move which stunned staffers in the battleground state. Still yet, Parks said he s not giving up. He might be pulling out, but we re not pulling out, and I m gonna stand my ground and speak out for what I believe in,  Parks said.Parks is planning a similar protest in Richmond later this year.Dittmar is not running against Donald Trump, for the record. She is running against State Sen. Thomas A. Garrett Jr. (R) for the 5th Congressional District seat which is currently held by Rep. Robert Hurt, who is not seeking re-election, TPM reports.The two men must represent Trump s  Second Amendment people  which the GOP presidential candidate spoke of earlier this year when he issued a veiled threat to Hillary Clinton.Image via screen capture. ","January 6, 2017 "
Outspoken conservative Tomi Lahren makes some great points about the  failing  mainstream media and the  failing  Democrat party blaming  fake news conservative news for Hillary s loss. To say Facebook favoritism got Donald Trump elected is the most ridiculous thing I ve heard yet. We already know Facebook is in the business of censoring and de-prioritizing conservative leading posts. ,"December 25, 2017 "
She s pulling down a cool $2 Million a year as the race-baiting host of ABC s flailing The View talk show.Watch Goldberg take a line from Hillary s dead broke book during this segment:,"December 15, 2017 "
"Less than one month before the 2016 presidential election, the New York State s attorney general s office ordered the Trump foundation to cease and desist fundraising activities in the state, and said calls for a similar investigation into the family foundation of Trump s opponent, Hillary Clinton, are without merit.A Trump campaign spokesman accused Schneiderman of being a  partisan hack  for investigating the Trump foundation, saying it amounted to  nothing more than another left-wing hit job.  The two have sparred publicly in the past over Schneiderman s investigation of Trump s defunct real estate academy, Trump University.Schneiderman said concerns about the Clinton Foundation s fundraising did not rise to the level of an investigation.He said compliance issues with the Clintons  foundation amounted to  ministerial, routines stuff  such as late filings or missing paperwork, and that the foundation  is properly registered and properly filed,  unlike Trump s foundation.Critics of the Clinton Foundation have called for an examination of the hundreds of millions of dollars from individuals who met with the then-secretary of state after either donating or promising to donate in the future, which included funding from foreign governments.   PoliticoDespite his best efforts, President Trump won the election. Liberal hacktivist NY State Attorney General Eric Schneiderman has now turned his attention on bullying and eliminating the free speech rights of 9/11 survivor and pro-life preacher Angela Braxton.The Thomas More Law Center has announced they will defend Braxton against the pro-life bully and Democrat activist, NY State AG Eric Schneiderman.Ms. Braxton, whose iconic photo as a survivor of the 9/11 World Trade Center Terrorist Attack hangs in the Smithsonian National Museum of African American History and Culture, is one of fourteen pro-life sidewalk counselors sued by the Attorney General who alleges they harassed and intimidated women at the entrance of an abortion facility, Choices Women s Medical Center, in Jamaica, New York.The Attorney General petitioned the Court to create a sixteen-foot buffer zone around the abortion premises and levy fines, attorney fees and compensatory damages against the defendants.Braxton, who did not consider herself very spiritual at the time, had a life-changing experience on 9/11 when the first plane struck while she was on the 80th floor of World Trade Center 1. Looking back on that fateful day, Angela recalls:She did not die. A few years later she fully committed herself to Jesus Christ and the pro-life cause.Jay Combs, the Thomas More Law Center attorney handling the matter, commented:Rather than fulfill his duty as Attorney General to protect the First Amendment rights of Angela Braxton, the Attorney General, in his press conference, lamented what he called  a sense of entitlement by protestors to run their mouth.  This chilling statement shows that the New York Attorney General is so blinded by his desire to see abortions performed that he has forgotten that the  entitlement  to speak on behalf of the lives of unborn children is a constitutional right protected by the First Amendment.","Apr 6, 2017"
"Yes, he did promise to support Donald Trump: ","March 8, 2016 "
"Kellyanne Conway responded to a New York Times article that actually claimed Conway is being unfairly attacked by the media because she s a woman. During the interview with Howard Kurtz of FOX News, Kellyanne Conway blasted the fake pro-women feminists like Nancy Pelosi:  She and I went to the same small Catholic women s Catholic college, the nation s oldest all women s Catholic college, Trinity in Washington DC. And that small women s Catholic college can boast the first female Speaker Of The House, Nancy Pelosi, and the first successful female presidential campaign manager, and the way they treat the two of us, the president of the college is unbelievable. And you would think some of the alumni that went to an all women s Catholic college would maybe be pro-life, or at maybe object to Nancy s abortion anyone, anytime anywhere stance. In my view, you have to be pro-abortion. You have to be anti-male. Look at all of these commercials on TV about men, they can t open a garbage bag unless their wife shows them how. I mean we treat men like they re fools. I don t look at my husband, my son, my cousins, my colleagues that way.  ","December 7, 2016 "
